Transaction Date,Customer ID,Product,Channel,Payment Method,Amount,Quantity,Returned
2023-01-24 09:00:50.433622415,CUST-0499,Case,Mobile App,Apple Pay,53.61,3,False
2023-01-24 20:42:06.484322881,CUST-0341,Phone,Mobile App,Credit Card,120.89,3,False
2023-01-25 08:23:22.535023348,CUST-0298,Monitor,Email,Apple Pay,49.98,3,False
2023-01-25 20:04:38.585723815,CUST-0257,Mouse,Email,PayPal,185.88,2,False
2023-01-26 07:45:54.636424282,CUST-0480,Phone,Mobile App,PayPal,21.48,1,False
2023-01-26 19:27:10.687124749,CUST-0212,Headphones,Web,Debit Card,190.22,3,False
2023-01-27 07:08:26.737825216,CUST-0054,Phone,Web,Debit Card,52.95,2,False
2023-01-27 18:49:42.788525683,CUST-0175,Laptop,Email,PayPal,575.86,2,False
2023-01-28 06:30:58.839226150,CUST-0100,Tablet,Web,Debit Card,130.57,3,False
2023-01-28 18:12:14.889926617,CUST-0039,Headphones,Web,Debit Card,40.3,3,False
2023-01-29 05:53:30.940627084,CUST-0414,Case,Mobile App,PayPal,52.77,4,False
2023-01-29 17:34:46.991327551,CUST-0263,Keyboard,Web,Apple Pay,19.9,4,False
2023-01-30 05:16:03.042028018,CUST-0150,Keyboard,Web,Debit Card,78.21,2,True
2023-01-30 16:57:19.092728485,CUST-0121,Monitor,Email,Apple Pay,40.28,4,False
2023-01-31 04:38:35.143428952,CUST-0178,Case,Email,Debit Card,112.64,4,True
2023-01-31 16:19:51.194129419,CUST-0301,Webcam,Email,Credit Card,14.32,3,False
2023-02-01 04:01:07.244829886,CUST-0330,Charger,Web,Apple Pay,39.26,4,False
2023-02-01 15:42:23.295530353,CUST-0120,Monitor,Mobile App,Apple Pay,17.12,2,False
2023-02-02 03:23:39.346230820,CUST-0072,Keyboard,Social Media,Debit Card,18.22,3,False
2023-02-02 15:04:55.396931287,CUST-0219,Charger,Email,Apple Pay,100.09,4,False
2023-02-03 02:46:11.447631754,CUST-0394,Webcam,Email,Credit Card,168.09,4,False
2023-02-03 14:27:27.498332221,CUST-0398,Case,Email,PayPal,5.3,4,False
2023-02-04 02:08:43.549032688,CUST-0302,Charger,Mobile App,Credit Card,351.38,1,False
2023-02-04 13:49:59.599733155,CUST-0123,Case,Social Media,PayPal,222.31,4,False
2023-02-05 01:31:15.650433622,CUST-0244,Webcam,Social Media,Credit Card,14.2,4,False
2023-02-05 13:12:31.701134089,CUST-0374,Mouse,Email,Credit Card,124.82,2,False
2023-02-06 00:53:47.751834556,CUST-0075,Headphones,Web,Apple Pay,34.46,4,False
2023-02-06 12:35:03.802535023,CUST-0006,Charger,Email,Credit Card,49.5,1,False
2023-02-07 00:16:19.853235490,CUST-0021,Charger,Email,Debit Card,99.69,3,False
2023-02-07 11:57:35.903935957,CUST-0190,Case,Web,Debit Card,88.23,4,True
2023-02-07 23:38:51.954636424,CUST-0225,Case,Web,Debit Card,30.78,4,False
2023-02-08 11:20:08.005336891,CUST-0403,Charger,Email,Debit Card,30.65,2,False
2023-02-08 23:01:24.056037358,CUST-0103,Case,Mobile App,Apple Pay,32.52,4,True
2023-02-09 10:42:40.106737825,CUST-0344,Tablet,Mobile App,Debit Card,171.2,4,True
2023-02-09 22:23:56.157438292,CUST-0466,Tablet,Web,Credit Card,8.48,4,False
2023-02-10 10:05:12.208138759,CUST-0099,Mouse,Email,Debit Card,46.44,4,False
2023-02-10 21:46:28.258839226,CUST-0318,Mouse,Mobile App,Apple Pay,263.1,3,False
2023-02-11 09:27:44.309539693,CUST-0363,Mouse,Email,PayPal,110.36,2,False
2023-02-11 21:09:00.360240160,CUST-0485,Keyboard,Email,Credit Card,156.17,3,False
2023-02-12 08:50:16.410940627,CUST-0083,Keyboard,Email,Credit Card,47.08,1,False
2023-02-12 20:31:32.461641094,CUST-0181,Phone,Mobile App,Apple Pay,17.05,4,False
2023-02-13 08:12:48.512341561,CUST-0152,Monitor,Social Media,PayPal,57.72,1,False
2023-02-13 19:54:04.563042028,CUST-0056,Headphones,Email,Debit Card,27.41,3,False
2023-02-14 07:35:20.613742495,CUST-0190,Tablet,Mobile App,PayPal,508.1,1,False
2023-02-14 19:16:36.664442962,CUST-0418,Webcam,Social Media,Credit Card,46.61,4,True
2023-02-15 06:57:52.715143429,CUST-0022,Headphones,Web,Credit Card,103.28,1,False
2023-02-15 18:39:08.765843896,CUST-0068,Headphones,Mobile App,Credit Card,299.58,3,False
2023-02-16 06:20:24.816544363,CUST-0185,Webcam,Social Media,PayPal,18.23,4,False
2023-02-16 18:01:40.867244830,CUST-0010,Laptop,Mobile App,Debit Card,5.59,2,False
2023-02-17 05:42:56.917945296,CUST-0066,Charger,Social Media,Credit Card,89.12,3,False
2023-02-17 17:24:12.968645763,CUST-0264,Monitor,Social Media,Apple Pay,107.59,4,False
2023-02-18 05:05:29.019346230,CUST-0225,Phone,Mobile App,Debit Card,36.09,2,False
2023-02-18 16:46:45.070046697,CUST-0123,Mouse,Web,Credit Card,17.18,1,False
2023-02-19 04:28:01.120747164,CUST-0038,Webcam,Email,Debit Card,74.43,1,False
2023-02-19 16:09:17.171447631,CUST-0491,Keyboard,Social Media,Apple Pay,53.32,1,False
2023-02-20 03:50:33.222148098,CUST-0123,Mouse,Email,PayPal,75.35,4,False
2023-02-20 15:31:49.272848565,CUST-0318,Case,Web,Credit Card,17.58,1,False
2023-02-21 03:13:05.323549032,CUST-0156,Webcam,Email,Apple Pay,75.55,1,False
2023-02-21 14:54:21.374249499,CUST-0394,Mouse,Email,Credit Card,123.91,2,False
2023-02-22 02:35:37.424949966,CUST-0301,Charger,Mobile App,Credit Card,12.11,2,False
2023-02-22 14:16:53.475650433,CUST-0321,Charger,Mobile App,PayPal,235.2,2,False
2023-02-23 01:58:09.526350900,CUST-0482,Charger,Web,PayPal,70.42,4,False
2023-02-23 13:39:25.577051367,CUST-0067,Mouse,Mobile App,Debit Card,127.86,3,False
2023-02-24 01:20:41.627751834,CUST-0393,Charger,Social Media,Apple Pay,15.2,1,False
2023-02-24 13:01:57.678452301,CUST-0133,Tablet,Web,Apple Pay,108.05,1,False
2023-02-25 00:43:13.729152768,CUST-0362,Keyboard,Mobile App,PayPal,10.54,4,False
2023-02-25 12:24:29.779853235,CUST-0394,Phone,Mobile App,Credit Card,21.15,1,False
2023-02-26 00:05:45.830553702,CUST-0140,Webcam,Web,Debit Card,71.05,4,False
2023-02-26 11:47:01.881254169,CUST-0082,Headphones,Social Media,PayPal,41.43,4,False
2023-02-26 23:28:17.931954636,CUST-0058,Mouse,Web,Debit Card,56.12,4,False
2023-02-27 11:09:33.982655103,CUST-0149,Mouse,Mobile App,Debit Card,375.17,3,False
2023-02-27 22:50:50.033355570,CUST-0405,Keyboard,Mobile App,Apple Pay,55.25,4,True
2023-02-28 10:32:06.084056037,CUST-0449,Laptop,Web,Debit Card,111.02,3,False
2023-02-28 22:13:22.134756504,CUST-0131,Monitor,Social Media,Apple Pay,51.07,3,False
2023-03-01 09:54:38.185456971,CUST-0069,Case,Social Media,Credit Card,49.58,1,False
2023-03-01 21:35:54.236157438,CUST-0345,Webcam,Email,Credit Card,20.53,2,False
2023-03-02 09:17:10.286857905,CUST-0250,Laptop,Social Media,PayPal,78.9,3,False
2023-03-02 20:58:26.337558372,CUST-0320,Case,Web,Credit Card,689.16,3,False
2023-03-03 08:39:42.388258839,CUST-0177,Monitor,Social Media,Apple Pay,59.61,2,False
2023-03-03 20:20:58.438959306,CUST-0072,Headphones,Social Media,Debit Card,41.8,3,True
2023-03-04 08:02:14.489659773,CUST-0017,Mouse,Email,Debit Card,170.74,2,False
2023-03-04 19:43:30.540360240,CUST-0329,Charger,Social Media,Credit Card,151.84,1,False
2023-03-05 07:24:46.591060707,CUST-0160,Keyboard,Email,Apple Pay,84.7,4,False
2023-03-05 19:06:02.641761174,CUST-0070,Webcam,Email,Debit Card,40.11,2,False
2023-03-06 06:47:18.692461641,CUST-0113,Keyboard,Social Media,Credit Card,171.47,4,False
2023-03-06 18:28:34.743162108,CUST-0232,Phone,Mobile App,Apple Pay,61.62,2,False
2023-03-07 06:09:50.793862575,CUST-0021,Headphones,Web,Apple Pay,136.15,4,True
2023-03-07 17:51:06.844563042,CUST-0135,Phone,Web,Debit Card,24.06,1,False
2023-03-08 05:32:22.895263509,CUST-0263,Monitor,Social Media,PayPal,30.36,3,False
2023-03-08 17:13:38.945963976,CUST-0111,Monitor,Web,PayPal,60.15,1,False
2023-03-09 04:54:54.996664443,CUST-0487,Tablet,Web,Apple Pay,15.88,3,False
2023-03-09 16:36:11.047364910,CUST-0246,Monitor,Email,Apple Pay,37.72,4,False
2023-03-10 04:17:27.098065377,CUST-0283,Laptop,Mobile App,Credit Card,15.19,4,False
2023-03-10 15:58:43.148765844,CUST-0008,Laptop,Web,Apple Pay,11.65,3,False
2023-03-11 03:39:59.199466311,CUST-0457,Charger,Mobile App,Credit Card,623.9,2,True
2023-03-11 15:21:15.250166778,CUST-0284,Mouse,Web,Credit Card,29.7,1,False
2023-03-12 03:02:31.300867245,CUST-0207,Keyboard,Mobile App,Credit Card,32.43,2,False
2023-03-12 14:43:47.351567712,CUST-0194,Mouse,Mobile App,Apple Pay,59.16,4,False
2023-03-13 02:25:03.402268179,CUST-0455,Mouse,Web,Apple Pay,18.88,1,False
2023-03-13 14:06:19.452968646,CUST-0047,Laptop,Email,Credit Card,33.06,1,False
2023-03-14 01:47:35.503669113,CUST-0466,Keyboard,Mobile App,Debit Card,341.86,2,False
2023-03-14 13:28:51.554369580,CUST-0342,Charger,Mobile App,Apple Pay,78.11,3,False
2023-03-15 01:10:07.605070046,CUST-0242,Headphones,Web,PayPal,146.36,3,False
2023-03-15 12:51:23.655770513,CUST-0010,Tablet,Mobile App,Debit Card,263.38,1,False
2023-03-16 00:32:39.706470980,CUST-0370,Laptop,Mobile App,PayPal,67.4,3,False
2023-03-16 12:13:55.757171447,CUST-0289,Phone,Email,Apple Pay,43.76,4,False
2023-03-16 23:55:11.807871914,CUST-0391,Tablet,Mobile App,Debit Card,13.02,2,False
2023-03-17 11:36:27.858572381,CUST-0131,Headphones,Email,Apple Pay,37.23,2,False
2023-03-17 23:17:43.909272848,CUST-0270,Monitor,Mobile App,Apple Pay,46.41,2,False
2023-03-18 10:58:59.959973315,CUST-0428,Mouse,Mobile App,Debit Card,24.35,1,False
2023-03-18 22:40:16.010673782,CUST-0302,Webcam,Email,Apple Pay,256.01,1,False
2023-03-19 10:21:32.061374249,CUST-0061,Charger,Email,Debit Card,164.4,3,False
2023-03-19 22:02:48.112074716,CUST-0164,Mouse,Social Media,Apple Pay,146.28,2,False
2023-03-20 09:44:04.162775183,CUST-0013,Monitor,Mobile App,Credit Card,48.61,4,False
2023-03-20 21:25:20.213475650,CUST-0272,Headphones,Email,PayPal,19.43,4,False
2023-03-21 09:06:36.264176117,CUST-0208,Phone,Mobile App,Credit Card,206.03,2,False
2023-03-21 20:47:52.314876584,CUST-0246,Charger,Mobile App,Apple Pay,76.35,1,False
2023-03-22 08:29:08.365577051,CUST-0133,Charger,Mobile App,Apple Pay,118.28,1,False
2023-03-22 20:10:24.416277518,CUST-0244,Headphones,Web,Apple Pay,101.42,1,False
2023-03-23 07:51:40.466977985,CUST-0473,Tablet,Social Media,Credit Card,74.49,4,False
2023-03-23 19:32:56.517678452,CUST-0294,Case,Web,Apple Pay,403.27,2,False
2023-03-24 07:14:12.568378919,CUST-0486,Mouse,Social Media,Debit Card,28.29,4,False
2023-03-24 18:55:28.619079386,CUST-0434,Tablet,Mobile App,PayPal,40.09,2,False
2023-03-25 06:36:44.669779853,CUST-0038,Laptop,Mobile App,Apple Pay,281.79,4,False
2023-03-25 18:18:00.720480320,CUST-0359,Headphones,Email,Apple Pay,59.27,4,False
2023-03-26 05:59:16.771180787,CUST-0056,Laptop,Social Media,PayPal,48.14,3,False
2023-03-26 17:40:32.821881254,CUST-0319,Phone,Social Media,PayPal,42.39,4,False
2023-03-27 05:21:48.872581721,CUST-0376,Tablet,Web,PayPal,107.69,2,False
2023-03-27 17:03:04.923282188,CUST-0048,Webcam,Social Media,Credit Card,43.41,4,False
2023-03-28 04:44:20.973982655,CUST-0105,Case,Mobile App,Credit Card,38.8,3,False
2023-03-28 16:25:37.024683122,CUST-0474,Headphones,Email,Apple Pay,105.93,3,False
2023-03-29 04:06:53.075383589,CUST-0059,Headphones,Web,PayPal,59.93,2,False
2023-03-29 15:48:09.126084056,CUST-0077,Case,Email,Apple Pay,19.9,3,False
2023-03-30 03:29:25.176784523,CUST-0428,Charger,Social Media,Apple Pay,56.37,3,False
2023-03-30 15:10:41.227484990,CUST-0499,Monitor,Social Media,Apple Pay,220.2,1,False
2023-03-31 02:51:57.278185457,CUST-0218,Phone,Web,Credit Card,117.37,2,False
2023-03-31 14:33:13.328885924,CUST-0383,Tablet,Social Media,PayPal,249.13,3,False
2023-04-01 02:14:29.379586391,CUST-0055,Headphones,Email,Apple Pay,26.28,3,False
2023-04-01 13:55:45.430286858,CUST-0055,Headphones,Mobile App,Credit Card,159.21,3,False
2023-04-02 01:37:01.480987325,CUST-0129,Case,Web,Debit Card,28.55,2,False
2023-04-02 13:18:17.531687792,CUST-0392,Webcam,Social Media,Debit Card,15.92,1,False
2023-04-03 00:59:33.582388259,CUST-0383,Case,Email,Apple Pay,24.46,4,False
2023-04-03 12:40:49.633088726,CUST-0388,Case,Mobile App,Apple Pay,62.27,1,True
2023-04-04 00:22:05.683789193,CUST-0085,Mouse,Social Media,PayPal,152.62,2,False
2023-04-04 12:03:21.734489660,CUST-0214,Tablet,Web,PayPal,74.47,2,False
2023-04-04 23:44:37.785190126,CUST-0115,Charger,Social Media,Apple Pay,46.84,2,False
2023-04-05 11:25:53.835890593,CUST-0437,Case,Social Media,Credit Card,19.45,4,False
2023-04-05 23:07:09.886591060,CUST-0314,Webcam,Social Media,Apple Pay,110.53,2,False
2023-04-06 10:48:25.937291527,CUST-0293,Charger,Mobile App,PayPal,143.11,1,True
2023-04-06 22:29:41.987991994,CUST-0049,Keyboard,Mobile App,PayPal,73.57,3,False
2023-04-07 10:10:58.038692461,CUST-0067,Tablet,Social Media,Credit Card,19.06,3,False
2023-04-07 21:52:14.089392928,CUST-0275,Headphones,Social Media,Apple Pay,122.57,2,False
2023-04-08 09:33:30.140093395,CUST-0129,Keyboard,Web,PayPal,186.28,2,False
2023-04-08 21:14:46.190793862,CUST-0029,Charger,Social Media,Apple Pay,252.91,4,False
2023-04-09 08:56:02.241494329,CUST-0343,Charger,Email,PayPal,35.24,3,False
2023-04-09 20:37:18.292194796,CUST-0033,Tablet,Email,Debit Card,84.46,4,False
2023-04-10 08:18:34.342895263,CUST-0119,Monitor,Web,Debit Card,31.99,4,False
2023-04-10 19:59:50.393595730,CUST-0180,Mouse,Mobile App,Debit Card,21.71,4,False
2023-04-11 07:41:06.444296197,CUST-0425,Headphones,Social Media,PayPal,265.92,4,False
2023-04-11 19:22:22.494996664,CUST-0151,Keyboard,Web,Credit Card,96.02,1,False
2023-04-12 07:03:38.545697131,CUST-0133,Case,Mobile App,Debit Card,198.89,2,False
2023-04-12 18:44:54.596397598,CUST-0327,Phone,Web,PayPal,16.04,2,True
2023-04-13 06:26:10.647098065,CUST-0185,Monitor,Mobile App,Apple Pay,72.85,4,False
2023-04-13 18:07:26.697798532,CUST-0134,Headphones,Social Media,Debit Card,90.77,4,False
2023-04-14 05:48:42.748498999,CUST-0177,Phone,Web,Credit Card,23.76,1,False
2023-04-14 17:29:58.799199466,CUST-0022,Mouse,Social Media,Credit Card,241.73,4,False
2023-04-15 05:11:14.849899933,CUST-0241,Phone,Web,Credit Card,42.71,1,True
2023-04-15 16:52:30.900600400,CUST-0077,Case,Mobile App,Apple Pay,85.94,1,False
2023-04-16 04:33:46.951300866,CUST-0204,Phone,Web,Apple Pay,31.49,4,False
2023-04-16 16:15:03.002001334,CUST-0004,Monitor,Email,Credit Card,16.54,2,False
2023-04-17 03:56:19.052701800,CUST-0328,Laptop,Email,Credit Card,136.06,1,False
2023-04-17 15:37:35.103402268,CUST-0448,Monitor,Web,Credit Card,79.76,2,False
2023-04-18 03:18:51.154102734,CUST-0165,Case,Email,Apple Pay,69.22,2,False
2023-04-18 15:00:07.204803202,CUST-0415,Keyboard,Social Media,Apple Pay,41.34,1,False
2023-04-19 02:41:23.255503668,CUST-0421,Laptop,Email,PayPal,77.62,3,False
2023-04-19 14:22:39.306204136,CUST-0128,Mouse,Email,Debit Card,193.69,1,False
2023-04-20 02:03:55.356904602,CUST-0045,Monitor,Social Media,Apple Pay,27.56,3,True
2023-04-20 13:45:11.407605070,CUST-0218,Laptop,Social Media,Credit Card,95.61,1,False
2023-04-21 01:26:27.458305536,CUST-0235,Charger,Mobile App,Debit Card,66.85,1,False
2023-04-21 13:07:43.509006004,CUST-0136,Monitor,Social Media,Apple Pay,45.4,2,False
2023-04-22 00:48:59.559706470,CUST-0168,Laptop,Web,Debit Card,10.53,2,False
2023-04-22 12:30:15.610406938,CUST-0481,Tablet,Email,PayPal,53.95,4,True
2023-04-23 00:11:31.661107404,CUST-0237,Keyboard,Mobile App,Apple Pay,106.98,2,False
2023-04-23 11:52:47.711807872,CUST-0093,Headphones,Social Media,Credit Card,75.49,2,False
2023-04-23 23:34:03.762508338,CUST-0005,Phone,Email,Credit Card,12.95,2,False
2023-04-24 11:15:19.813208806,CUST-0156,Laptop,Web,PayPal,190.01,2,False
2023-04-24 22:56:35.863909272,CUST-0245,Headphones,Web,PayPal,283.7,4,False
2023-04-25 10:37:51.914609740,CUST-0360,Monitor,Mobile App,PayPal,48.94,2,False
2023-04-25 22:19:07.965310206,CUST-0081,Headphones,Web,PayPal,550.64,3,False
2023-04-26 10:00:24.016010674,CUST-0247,Charger,Email,PayPal,23.82,3,False
2023-04-26 21:41:40.066711140,CUST-0343,Webcam,Social Media,Apple Pay,15.3,4,False
2023-04-27 09:22:56.117411608,CUST-0493,Webcam,Web,Apple Pay,19.79,2,True
2023-04-27 21:04:12.168112074,CUST-0137,Keyboard,Social Media,Debit Card,69.77,3,False
2023-04-28 08:45:28.218812542,CUST-0386,Laptop,Email,PayPal,9.22,1,False
2023-04-28 20:26:44.269513008,CUST-0063,Charger,Email,Credit Card,40.01,3,False
2023-04-29 08:08:00.320213476,CUST-0480,Phone,Social Media,Credit Card,1027.16,2,False
2023-04-29 19:49:16.370913942,CUST-0307,Mouse,Email,PayPal,12.14,3,False
2023-04-30 07:30:32.421614410,CUST-0116,Case,Mobile App,PayPal,31.59,1,False
2023-04-30 19:11:48.472314876,CUST-0113,Keyboard,Web,PayPal,19.37,3,False
2023-05-01 06:53:04.523015344,CUST-0031,Case,Mobile App,PayPal,41.07,2,True
2023-05-01 18:34:20.573715810,CUST-0007,Webcam,Mobile App,PayPal,38.55,1,False
2023-05-02 06:15:36.624416278,CUST-0414,Tablet,Mobile App,Credit Card,27.95,4,False
2023-05-02 17:56:52.675116744,CUST-0442,Mouse,Social Media,Debit Card,46.7,1,False
2023-05-03 05:38:08.725817212,CUST-0003,Mouse,Social Media,PayPal,102.84,3,False
2023-05-03 17:19:24.776517678,CUST-0307,Case,Email,PayPal,218.19,4,False
2023-05-04 05:00:40.827218146,CUST-0243,Tablet,Social Media,PayPal,41.08,1,False
2023-05-04 16:41:56.877918612,CUST-0056,Monitor,Email,Apple Pay,54.91,1,False
2023-05-05 04:23:12.928619080,CUST-0073,Headphones,Social Media,Credit Card,86.77,1,False
2023-05-05 16:04:28.979319546,CUST-0010,Keyboard,Email,Credit Card,15.87,2,False
2023-05-06 03:45:45.030020012,CUST-0061,Charger,Web,Debit Card,46.87,4,False
2023-05-06 15:27:01.080720480,CUST-0494,Mouse,Email,Apple Pay,32.93,4,False
2023-05-07 03:08:17.131420946,CUST-0050,Case,Web,Apple Pay,141.45,1,False
2023-05-07 14:49:33.182121414,CUST-0122,Headphones,Email,Apple Pay,314.76,4,True
2023-05-08 02:30:49.232821880,CUST-0175,Webcam,Social Media,Debit Card,25.1,3,True
2023-05-08 14:12:05.283522348,CUST-0474,Charger,Social Media,Debit Card,196.37,3,False
2023-05-09 01:53:21.334222814,CUST-0001,Case,Web,Debit Card,12.7,1,False
2023-05-09 13:34:37.384923282,CUST-0478,Keyboard,Mobile App,Apple Pay,66.73,3,False
2023-05-10 01:15:53.435623748,CUST-0441,Phone,Mobile App,Credit Card,70.81,1,False
2023-05-10 12:57:09.486324216,CUST-0038,Mouse,Email,Apple Pay,12.38,3,False
2023-05-11 00:38:25.537024682,CUST-0190,Webcam,Social Media,Debit Card,23.84,1,False
2023-05-11 12:19:41.587725150,CUST-0079,Keyboard,Mobile App,Apple Pay,21.63,1,False
2023-05-12 00:00:57.638425616,CUST-0345,Laptop,Social Media,PayPal,14.71,4,False
2023-05-12 11:42:13.689126084,CUST-0454,Webcam,Social Media,Apple Pay,3.8,4,False
2023-05-12 23:23:29.739826550,CUST-0338,Charger,Social Media,Apple Pay,44.38,1,False
2023-05-13 11:04:45.790527018,CUST-0449,Laptop,Email,Credit Card,50.06,4,False
2023-05-13 22:46:01.841227484,CUST-0190,Webcam,Web,Credit Card,49.67,4,False
2023-05-14 10:27:17.891927952,CUST-0184,Case,Email,Credit Card,117.41,2,False
2023-05-14 22:08:33.942628418,CUST-0067,Phone,Mobile App,PayPal,7.86,3,False
2023-05-15 09:49:49.993328886,CUST-0017,Headphones,Web,Credit Card,37.3,4,False
2023-05-15 21:31:06.044029352,CUST-0383,Phone,Mobile App,PayPal,706.26,1,False
2023-05-16 09:12:22.094729820,CUST-0368,Phone,Web,Debit Card,132.52,2,False
2023-05-16 20:53:38.145430286,CUST-0392,Case,Web,Credit Card,133.28,2,False
2023-05-17 08:34:54.196130754,CUST-0316,Tablet,Email,Apple Pay,19.75,4,False
2023-05-17 20:16:10.246831220,CUST-0497,Webcam,Social Media,Apple Pay,44.88,1,False
2023-05-18 07:57:26.297531688,CUST-0296,Headphones,Social Media,PayPal,5.47,1,False
2023-05-18 19:38:42.348232154,CUST-0209,Monitor,Web,Credit Card,98.05,1,False
2023-05-19 07:19:58.398932622,CUST-0345,Case,Email,Apple Pay,221.47,1,False
2023-05-19 19:01:14.449633088,CUST-0446,Tablet,Mobile App,Debit Card,12.81,1,False
2023-05-20 06:42:30.500333556,CUST-0041,Case,Mobile App,Credit Card,17.13,3,False
2023-05-20 18:23:46.551034022,CUST-0396,Tablet,Social Media,Debit Card,52.88,1,False
2023-05-21 06:05:02.601734490,CUST-0477,Phone,Social Media,Apple Pay,63.64,1,False
2023-05-21 17:46:18.652434956,CUST-0473,Mouse,Mobile App,Credit Card,31.76,3,False
2023-05-22 05:27:34.703135424,CUST-0115,Mouse,Mobile App,PayPal,24.16,4,False
2023-05-22 17:08:50.753835890,CUST-0100,Laptop,Email,Apple Pay,24.42,2,False
2023-05-23 04:50:06.804536358,CUST-0373,Monitor,Mobile App,Debit Card,51.99,3,False
2023-05-23 16:31:22.855236824,CUST-0438,Headphones,Email,Credit Card,98.11,2,False
2023-05-24 04:12:38.905937292,CUST-0345,Tablet,Social Media,Debit Card,51.97,2,True
2023-05-24 15:53:54.956637758,CUST-0349,Webcam,Mobile App,Debit Card,47.24,3,True
